SI,Title,Type,Authors,ISBN,Publication Year,Publisher,Category,Call No,Location,Subject,Series,Edition,Year,Description,Tags,Num Pages,Place
CJ6HG48P,African Reflections: Art from Northeastern Zaire,Books,"Childkrout, Enid and Curtis A. Keim",29596961,1990,American Museum of Natural History,,AFRICAN,,,,,1990,,,,
G3DM33GD,Henri Matisse,Books,"Aragon, Louis",151399956,1972,"William Collins Sons & Co., Ltd and Harcourt Brace Jovanovich, Inc",,ARTIST - M,,,,,1972,,,,
RUSGT8BW,John Constable: The Man and His Work,Books,"Peacock, Carlos",212972006,1965,New York Graphic Society,,Artist-C,,,,,1965,,,,
ENERIERW,Terminal Iron Works: The Sculpture of David Smith,Books,"Krauss, Rosalind E.",262110369,1979,MIT Press,,ARTIST - S,,,,,1979,,,,
5YTHNGHB,"Archaism, Modernism, and the Art of Paul Manship",Books,Susan Rather,292785968,1993,"University of Texas Press, Austin",,Artist M,,,,,1993,,,,
EMNJ43XW,Donald Judd: The Multicolored Works,Books,"Judd, Donald et al",300197659,2013,Pulitzer Foundation for the Arts,,ARTIST - J,,,,,2013,,,,
PBUTNZ99,"The world of Cézanne, 1839-1906",Books,"Murphy, Richard W.; Time-Life Books",316508209,1968,Time-Life Books,,aRTIST-C,New York,"Cézanne, Paul",Time-Life library of art,,1968,,,192,
L494UZ85,Krippen Nativity Scenes Creches,Books,"Gockerell, Nina",382287177,1998,Taschen,,DECORATIVE ARTS,,,,,1998,,,,
Z74K9HHI,Mark Rothko,Books,"Wick, Oliver et al",390563211,2001,Fondation Beyeler,,ARTIST - R OVERSIZE,,,,,2001,,,,
5LK5UUX4,The Greek Way,Books,"Hamilton, Edith",393002306,1964,W. W. Norton & Co,,ANCIENT,,,,,1964,,,,
5HB2VFWS,James Ensor,Books,"Tannenbaum, Libby",405015151,1951,Museum of Modern Art,,ARTIST - E,,,,,1951,,,,
J3WHW89G,Marc Chagall,Books,"Sweeney, James Johnson",405015526,1946,Museum of Modern Art,,artist-C,,,,,1946,,,,
IECGRQFU,Modigliani: Paintings Drawings Sculpture,Books,"Soby, James Thrall",405015763,1951,Museum of Modern Art,,ARTIST - M,,,,,1951,,,,
TPULT354,Honore Daumier: 120 Great Lithographs,Books,"Ramus, Charles F.",486235122,1978,"Dover Publications, Inc",,ARTIST - D,,,,,1978,,,,
EMUXUZQD,Impressionism,Books,"Pool, Phoebe",500200564,,Praeger Publishers,,IMPRESSIONISM-P,,,,,,,,,
25YKHWJ8,Gauguin,Books,"Alley, Ronald",600037371,1964,Spring Books,,ARTIST - G,,,,,1964,,,,
YPEFE9IX,Goya,Books,"Myers, Bernard",600385612,1964,Spring Books,,ARTIST - G,,,,,1964,,,,
7FW38PK8,Toulouse-Lautrec's Table,Books,Genevieve Diego-Dortignac et al,679426787,1993,"Random House, New York",,Artist T,,,,,1993,,,,
6S5Q9SHX,The Intimate Journals of Paul Gauguin,Books,"Gauguin, Paul",710301057,1985,St. Edmundsbury Press,,ARTIST - G,,,,,1985,,,,
VGYSF98Q,American Impressionism: The Beauty of Work,Books,"Larkin, Susan G.",711225850,2005,,,IMPRESSIONISM-L,,,,,2005,,,,
REG4JALM,Alberto Giacometti: A Retrospective Exhibition,Books,"Hohl, Reinhold",810901390,1974,Solomon R. Guggenheim Foundation,,ARTIST - G,,,,,1974,,,,
SK5XLGHS,Miro,Books,"Rowell, Margit",810903067,1970,Harry N. Abrams,,ARTIST - M,,,,,1970,,,,
5ESQ78F8,corot,Books,"Hours, Madeleine",810907968,1984,Harry N. Abrams Inc,,Arist-C,,,,,1984,,,,
7KRQGQ8S,Edward Hopper: 1882-1967 Vision der Wirklichkeit,Books,"Kranzfelder, Ivo",810911620,1994,Benedikt Taschen Verlag,,ARTIST - H,,,,,1994,,,,
M2WJR5ZK,The Work of Charles and Ray Eames: A Legacy of Invention,Books,"Albrecht, Donald",810917998,1997,"Harry N. Abrams, Inc",,ARTIST - E,,,,,1997,,,,
KIN9IRSY,Manet: The Still Life paintings,Books,George Mauner,810943913,2000,"Harry N Abrams, Inc in Association with The American Federation of Arts",,Artist M,,,,,2000,,,,
KA76F2XK,The Complete Paintings of Mantegna: Classics of the World's Great Art,Books,"Garavaglia, Niny",810955105,1967,"Harry N. Abrams, Inc",,Artist M,,,,,1967,,,,
DI8BUHF3,The Complete Paintings of Rembrandt,Books,"Lecaldano, Paolo",810955288,1969,Rizzoli,,ARTIST - R,,,,,1969,,,,
AX6P986W,Post-impressionism: From Van Gogh to Gauguin,Books,"Rewald, John",810960664,1956,Museum of Modern Art,,IMPRESSIONISM-R,New York,Painters; Post-impressionism (Art),,,1956,,,614,
2QKQU35R,The Art of Balcomb Greene,Books,"Hale, Robert Beverly and Nike Hale",818001259,1977,Horizon Press,,ARTIST - G,,,,,1977,,,,
AT8ZXTLF,The Essential Duane Michals,Books,"Livingstone, Marco",821224638,1997,"A Bullfinch Press Book, Little Brown and Company",,ARTIST - M,,,,,1997,,,,
AVAYJCNW,Renoir,Books,"Rouart, Denis",847805859,1954,World Publishing Co,,ARTIST - R,,,,,1954,,,,
ED24Z4J4,Arshile Gorky: 1904-1948,Books,"Golding, John et al",854880852,1990,Whitechapel,,ARTIST - G,,,,,1990,,,,
8967PX2M,19th-Century America: Furniture and Other Decorative Arts: An Exhibition in Celebration of the Hundredth Anniversary of the Metropolitan Museum of Art,Books,"Tracy, Berry B. ; Johnson",870090055,1970,Metropolitan Museum of Art,,DECORATIVE ARTS,,,,,1970,,,,
AY6WEHA2,Chuck Close,Books,"Storr, Robert",870700677,,Museum of Modern Art,,Artist-C,,,,,,,,,
K8GVGTN5,Walker Evans,Books,"Fonvielle, Lloyd",893815519,1993,Aperture Foundation,,ARTIST - E,,,,,1993,,,,
NCDZ68PA,"The world of Bernini, 1598-1680",Books,"Wallace, Robert; Time-Life Books",900658762,1970,Time-Life Books,,ARTIST-B,New York,"Bernini, Gian Lorenzo",Time-Life library of art,,1970,,,192,
2STZ2EQT,Julio Gonzalez,Books,"Reid, Sir Norman",900874139,1970,Tate Gallery,,NONFICT,,,,,1970,,,,
T5WJH7U6,Alberto Giacometti 1901-1966,Books,"Elliott, Patrick et al",903598612,1966,National Galleries of Scotland,,ARTIST - G,,,,,1966,,,,
QQDSQYV2,John F. Kensett Drawings,Books,"Driscoll, John Paul",911209131,1978,"Museum of Art, The Penn State University",,Artist K,,,,,1978,,,,
TH8Q46RT,"Spirit of Community: The Photographs of Charles ""Teenie"" Harris",Books,"Harris, Charles ""Teenie"" et al",931241286,2001,Westmoreland Museum of American Art,,ARTIST - H,,,,,2001,,,,
BQV5AI7N,"Ann Hamilton, Tropos",Books,"Cooke, Lynne and Kelly",944521274,1994,Stinehour Press,,ARTIST - H,,,,,1994,,,,
ZCSADTNE,"Brice Marden: A Vision of the Unsayable, Recent Paintings and Drawings",Books,"Yau, John",947564160,1988,Anthony d'Offay gallery,,Artist M,,,,,1988,,,,
4F3VBMYS,"Richard Serra: Interviews, Etc. 1979-1980",Books,"Weyergraf, Clara",962776750,1980,Hudson River Museum,,ARTIST - S,,,,,1980,,,,
QUZQ8347,On Kawara: Paintings of 40 years,Books,"Kawara, On",970888449,2004,David Zwirner,,Artist K,,,,,2004,,,,
8MSYL35W,Julian Schnabel: Selected Painting,Books,"Pincus-Witten, Robert",974424943,2005,C&M Arts,,ARTIST - S,,,,,2005,,,,
V2CX2URV,Claire Falkenstein: Structure and Flow 1950-1980,Books,"Stern, Louis",974942154,2006,Louis Stern Fine Arts,,ARTIST - F,,,,,2006,,,,
GHA6EMES,Arshile Gorky: Memorial Exhibition,Books,"Schwabacher, Ethel",1014209137,1951,Whitney Museum of American Art,,ARTIST - G,,,,,1951,,,,
3HQZ65VU,Picasso's Picassos,Books,"Duncan, David Douglas",1015288367,1961,Harper & Brothers,,ARTIST - P,,,,,1961,,,,
ERNKYXAW,The Sculpture of Elie Nadelman,Books,"Kirstein, Lincoln",1121189490,1948,Museum of Modern Art,,ARTIST - N,,,,,1948,,,,
VMELRYGC,Sky Hooks: The Autobiography of John Kane,Books,Marie McSwigan,1121743773,1938,J. B. Lip[incott,,Artist K,,,,,1938,,,,
3S3X8MGQ,Georges Braque: his graphic work,Books,"Braque, Georges; Hofmann, Werner",1122117574,1961,H. N. Abrams,,ARTIST-B,New York,,,,1961,,,86,
LFQBQAI9,Georges Braque,Books,"Hope, Henry R.",1122194854,1949,"The Museum of Modern Art, New York",,ARTIST-B,,,,,1949,,,,
HYDXSBTN,The century of the impressionists,Books,"Cogniat, Raymond",1122312148,1960,Crown Publishers,,IMPRESSIONISM-C,New York,Impressionism (Art); Painting,,,1960,,,206,
MGMGZBTI,Joan Miro,Books,"Soby, James Thrall",1125106964,1959,Museum of Modern Art,,ARTIST - M,,,,,1959,,,,
TXXUMTIS,Willem de Kooning,Books,"Hess, Thomas B.",1125289287,1968,Museum of Modern Art,,ARTIST - D,,,,,1968,,,,
SICDX678,Joan Miro: Life and Work,Books,"Dupin, Jacques",1131274024,,"Harry N. Abrams, Inc",,ARTIST - M,,,,,,,,,
9ZDIUIWM,Thomas Eakins,Books,"Porter, Fairfield",1131775007,1959,"George Braziller, Inc",,ARTIST - E,,,,,1959,,,,
NCH5XXC8,Toulouse Lautrec,Books,Jacques Lassaigne,1135243328,1939,,,Artist-T,,,,,1939,,,,
2Y7SL3MV,Kandinsky: Life and Work,Books,Will Grohmann,1135608687,,"Harry N. Abrams, Inc",,Artist K,,,,,,,,,
BN7X7W8I,Rubens,Books,"Lucie-Smith, Edward",1199419931,1964,Spring Books,,ARTIST - R,,,,,1964,,,,
WLGQLRQT,Max Ernst,Books,"Lieberman, William S.",1258211408,1961,Museum of Modern Art,,ARTIST - E,,,,,1961,,,,
C7DQSY7N,The Sculpture of Jacques Lipchitz,Books,henry R. Hope,1258281473,1954,"The Museum of Modern Art, New York",,Artist L,,,,,1954,,,,
8D3BZQX8,Arshile Gorky: Paintings Drawings Studies,Books,"Seitz, William",1258760797,1962,Museum of Modern Art,,ARTIST - G,,,,,1962,,,,
WXUI9CR3,The Art of Cezanne,Books,"Harris, Nathaniel",1851529543,1982,Excaliber Books,,Artist-C,,,,,1982,,,,
LYXXZH3T,Brice Marden: Chinese Work,Books,"Hay, Jonathan",1880146193,1997,Mathew Marks Gallery,,Artist M,,,,,1997,,,,
N33CLX6B,"Brice Marden: Attendants, Bears, and Rocks",Books,Jean-Pierre Criqui,1880146363,2002,Mathew Marks Gallery,,Artist M,,,,,2002,,,,
J437V9G2,Alex Katz Under the Stars: American Landscape 1951-1995: Interview by Alanna Hiess,Books,"Heiss, Alanna; Schama, Simon; Hickey, David; Stang, Alanna",1884229018,1996,The Institute for Contemporary Art / P.S 1,,Artist K,,,,,1996,,,,
ACTQVU2I,Chuck Close: Recent Works,Books,"[Close, Chuck] Varnedoe, Kirk; PaceWildenstein (Firm) Staff ",1930743203,2002,Pacewildenstein,,ARTIST-C,,,,,2002,,,,
NUER3HXK,Al Held: Black and White Paintings 1967-1969,Books,"Bacon, Alex",1944316019,,Cheim & Read New York,,ARTIST - H OVERSIZE,,,,,,,,,
GVLZMPUT,Frans Hals,Books,"Descargues, Pierre",2080112066,1968,World Publishing Co,,ARTIST - H,,,,,1968,,,,
SQGP9IBJ,Alechinsky: Paintings and Writings,Books,"Riviere, Yves; Daniele Alpers",2700400267,1977,"Museum of Art, Carnegie Institute",,ARTIST-A,,,,,1977,,,,
S5EMZX8R,Robert Indiana,Books,"Kernan, Nathan",2843235251,2003,Assouline Publishing,,ARTIST - I,,,,,2003,,,,
WWZ5GS27,Philip Baldwin Monica Guggisberg: In search of Clear Lines,Books,"Baldwin, Philip",3716511633,,Benteli Publishers,,Artist-B,,,,,,,,,
CC7C84X4,Lewis Hine Passionate Journey: Photographs 1905-1937,Books,"Steinorth, Karl",3908162556,1996,Edition Stemmle,,ARTIST - H,,,,,1996,,,,
XTLTSZ3L,"William Kentridge: What We See and What We Know, Thinking About History While Walking, And Thus The Drawings Began to Move",Books,Shinji Kohmoto et al,4876421897,,,,Artist K,,,,,,,,,
VT365I7D,Spaces of Chillida,Books,"Celaya, Gabriel",8434302020,,La Poligrafa,,Artist-C,,,,,,,,,
25FDEGTH,Camille Pissarro: Impressionist Innovator,Books,"Issarro, Joachim and Stephanie Rachum",9672781606,1991,The Israel Museum,,ARTIST - P,,,,,1991,,,,
7KSMA3WR,The art of Thomas Rowlandson,Books,"Hayes, John T.; Rowlandson, Thomas; Art Services International",9990423075,1990,Art Services International,,ARTIST - R,"Alexandria, Va","Exhibitions; Rowlandson, Thomas",,,1990,,,196,
JHCWELVU,"Post-Impressionism: Cross-Currents in European and American Painting, 1880-1906",Books,National Gallery of Art,9990705968,,National Gallery of Art,,IMPRESSIONISM-N,,,,,,,,,
ZG7UVX6F,Design basics,Books,"Lauer, David A.",0-03-030422-9,1990,"Holt, Rinehart, and Winston",,GENERAL,Ft. Worth,Design,,3rd ed,1990,,,274,
WTQBQTC2,Record of the Carnegie Institute’s international Exhibitions 1896-1996,Books,Peter Hastings Falk,0-932,1998,Sound View Press,,General CMOA NON-CIRCULATING,,0,,,1998,,,,
Q4KXUXDX,Bruegel,Books,"Seidel, Max;  Marijijnissen, Roger",051744772X,1972,"G.P. Putnam's Sons, New York",,ARTIST-B,,,,,1972,,,,
GNH7DYCQ,Oriental Art: A Handbook of Styles and Forms,Books,"Auboyer, Jeanine et al",8487802728,1980,Rizzoli,,ASIAN,,0,,,1980,,,,
QUXPEJKN,100 Years of Western Art from Pittsburgh Collections,Books,"Hassrick, Peter H.",8800390026,1982,Carnegie Museum of Art,,CMoA CATALOGUE,,Georgia O'Keefe et al,,,1982,,,,
46TG6WAV,From Iron to Light,Books,"Editor- Ordovas, Pilar",095702875X,2013,,,Artist-C,,,,,2013,,,,
2RAIGMBI,Jacob Lawrence: The Frederick Douglass and Harriet Tubman Series 1938-40,Books,"Wheat, Ellen Harkins",096169825X,1991,Hampton University Museum and Ellen Harkins Wheat,,Artist L,,,,,1991,,,,
H6Y5SQFF,Bonnard and His Environment,Books,"Soby, James Thrall;  Elliott, James;  Wheeler, Monroe",111232951X,1964,Doubleday and Company,,ARTIST-B,,,,,1964,,,,
7PM3P6LL,Stuart Davis: Major Late Paintings,Books,"Salander, Lawrence",158821107X,2002,Studley Press,,ARTIST - D,,,,,2002,,,,
I8V27SNV,Edvard Munch,Books,"Deknatel, Frederick B.",373741310X,1950,Museum of Modern Art and Chanticleer Press,,ARTIST - M,,,,,1950,,,,
CLBJP927,Sol LeWitt: Wall Drawings 1984-1988,Books,"Lewitt, Sol",385780050X,1989,Kunsthalle Bern,,Artist L,,,,,1989,,,,
KYLHHW5B,The Tables: Tom Otterness,Books,"Bataller, Carmen Alborch et al",847890557X,1992,Portikus,,ARTIST - O,,,,,1992,,,,
MFVP53I2,Life on Mars: 55th Carnegie International Carnegie Museum of Art,Books,"Fogle, Douglas et al",9.78E+13,2008,Carnegie Museum of Art,,CI CATALOG,,0,,,2008,,,,
C69J5HGW,Carnegie International 57th Edition 2018: The Guide,Books,Carnegie Museum of Art,9.78E+11,2018,Carnegie Museum of Art,,CI CATALOG,,0,,,2018,,,,
6AMRE442,One hundred years of impressionism: a tribute to Durand-Ruel,Books,0,,1970,,,IMPRESSIONISM-W,New York,Exhibitions; France; Impressionism (Art),,,1970,,,120,
EQYDQN55,"Carl Andre, sculpture, 1959-1977",Books,"Andre, Carl; Bourdon, David; Laguna Gloria Art Museum",,1978,J. Rietman,,ARTIST-A,New York,"Andre, Carl; Exhibitions",,,1978,,,88,
AURXDV37,"David Armstrong: Watercolors and Drawings, 11 October-1980-October 26",Books,0,,1980,The Westmoreland County Museum of Art,,ARTIST-A,,,,,1980,,,,
PXFYQQ7X,Milton Avery: Drawings and Paintings,Books,0,,1976,"University of Texas Art Museum, Austin, Texas",,ARTIST-A,,,,,1976,,,,
77VNZGMN,"An Exhibition of Andrey Avinoff: The Man: of Science, Religion, Mysticism, Nature, Society and Fantasy",Books,"Lewis, Virginia",,1953,"Department of Fine Arts, Carnegie Institute",,ARTIST-A,,,,,1953,,,,
RUAYBUSP,"George Wesley Bellows: Painting, Drawings and Prints",Books,0,,1979,"Columbus Museum of Art, Ohio",,ARTIST-B,,,,,1979,,,,
AXWNXEP6,Currents 14: Ross Bleckner,Books,0,,1989,Milwaukee Art Museum,,ARTIST-B,,,,,1989,,,,
D372HV9Y,The World of David Gilmour Blythe (1815-1865),Books,"Chambers, Bruce W.",,1980,Smithsonian Institution Press,,ARTIST-B,,,,,1980,,,,
DYDINWN4,Charles Burchfield: the Charles Rand Penney Collection,Books,0,,1978,the Service,,ARTIST-B,Washington,"Art collections Exhibitions; Burchfield, Charles Ephraim; Exhibitions; Penney, Charles Rand",,,1978,,,96,
L2UEL2QM,Alberto Burri: a retrospective view 1948-77,Books,0,,1977,"Frederick S. Wight Art Gallery, University of California",,ARTIST-B,Los Angeles,"Burri, Alberto; Exhibitions",,,1977,,,95,
CY35G4Y5,James Lee Byars: 7 September to 28 September 1985,Books,0,,1985,,,ARTIST-B,,,,,1985,,,,
F6QZ9Z3W,reg butler: sculpture and drawings,Books,0,,1963,Hanover Gallery,,ARTIST-B,,,,,1963,,,,
LC5UK2YB,The Theater of Jacques Callot,Books,"Costa, Patrizia",,1992,University of Pittsburgh,,ARTIST-C,,,,,1992,,,,
QACYBH3M,Jacques Callot: Prints & Related Drawings,Books,"Russell, H. Diane",,1975,National GALLERY OF Art,,ARTIST-C,,,,,1975,,,,
89Y78L9G,Eduardo Chillida,Books,"Del Hierro, Elogio",,1998,Generalitat Valenciana,,Artist-C,,,,,1998,,,,
E8BUYX7R,Bruce Conner,Books,0,,1990,Michael Kohn Gallery,,Artist-C,,,,,1990,,,,
CRAMYMMY,John Currin: Euvres Works 1989-1995,Books,0,,,F.R.A.C. Limousin,,Artist-C,,,,,,,,,
TRHVXG75,Life and Complete Work of Francisco Goya,Books,"Gassier, Pierre",,1971,Reynal and Co,,ARTIST - G OVERSIZE,,,,,1971,,,,
H337VB7V,Winslow Homer: American Artist: His World and His Work,Books,"Gardner, Albert Ten Eyck",,1961,Clarkson N. Potter,,ARTIST - H OVERSIZE,,,,,1961,,,,
S5CL5DUH,Honore Daumier 1808-1879,Books,"Kist, Jan Rie",,1979,National Gallery of Art,,ARTIST - D,,,,,1979,,,1979,
WC6HL2NZ,Art in Glass and Metal: Dan Dailey and Linda MacNeil,Books,0,,1999,Exeter Press,,ARTIST - D,,,,,1999,,,,
ACE73LP8,Stuart Davis,Books,"Davis, Stuart",,1971,Praeger,,ARTIST - D,New York,"Davis, Stuart",Documentary monographs in modern art,,1971,,,212,
5EK2VJV3,"George de Forest Brush, 1855-1941: master of the American renaissance",Books,"Brush, George de Forest; Morgan, Joan B.; Berry-Hill Galleries",,1985,Berry-Hill Galleries,,ARTIST - D,"New York (743 5th Ave., New York 10022)","Art, Renaissance; Brush, George de Forest; Exhibitions; Influence Exhibitions",,,1985,,,112,
KE3I6HX2,Degas: A Master among Masters,Books,"Reff, Theodore",,1976,Metropolitan Museum of Art,,ARTIST - D,,,,,1976,,,,
WNJ4PXLC,Willem de Kooning: Pittsburgh International Series,Books,"Arkus, Leon",,1979,Carnegie Institute,,ARTIST - D,,,,,1979,,,,
LKS4CRU9,Richard Deacon,Books,"Clark, Vicky A.",,1988,Carnegie Museum of Art,,ARTIST - D,,,,,1988,,,,
RGQXII7M,Sonia Delaunay 1885-1979: A Retrospective,Books,"Buckberrough, Sherry A.",,1980,Albright-Knox Art Gallery,,ARTIST - D,,,,,1980,,,,
QSWCP8MG,"Laura de Santillana, Works",Books,"Dorigato, Attilia",,2001,Silvana Editoriale,,ARTIST - D,,,,,2001,,,,
MQPG36ER,Richard Diebenkorn,Books,"Livingston, Jane and Barnaby Conrad III",,2003,John Berggruen Gallery,,ARTIST - D,,,,,2003,,,,
U27LHRQW,Burgoyne Diller: Collages,Books,"Larsen, Susan C.",,2000,Michael Rosenfeld Gallery,,ARTIST - D,,,,,2000,,,,
36BP3I3Z,The Work of Jean Dubuffet,Books,"Selz, Peter",,1962,Museum of Modern Art,,ARTIST - D,,,,,1962,,,,
TC2D3AZ4,Jean Dubuffet: Drawings,Books,"Allen, Virginia",,1968,Museum of Modern Art,,ARTIST - D,,,,,1968,,,,
MUKJCZAA,Raoul Dufy,Books,"Cogniat, Raymond",,1978,"Crown Publishers, Inc",,ARTIST - D,,,,,1978,,,,
IPFFHPP4,Jean Dunand: His Life and Works,Books,"Marcilhac, Felix",,1991,Thames & Hudson,,ARTIST - D,,,,,1991,,,,
KRX39E7A,El Greco,Books,"Baetjer, Katharine",,1981,Metropolitan Museum of Art,,ARTIST - E,,,,,1981,,,,
3NFQQIYA,"Arnold Friedman (1874-1946): an exhibition: paintings, drawings ₊ watercolors",Books,"Friedman, Arnold; Salander-O'Reilly Galleries",,1986,Salander-O'Reilly Galleries,,ARTIST - F,"New York, NY",,,,1986,,,45,
L6PKXXY9,Thomas Gainsborough: Themes and Variations The Art of Landscape,Books,"Libson, Lowell",,2003,Lowell Libson Ltd,,ARTIST - G,,,,,2003,,,,
LVCHFLRC,Albert Eugene Gallatin and his circle,Books,"Balken, Debra Bricker",,1986,"Lowe Art Museum, University of Miami",,ARTIST - G,Coral Gables,"Exhibitions; Albert Eugene; Art patronage Exhibitions; Friends and associates Exhibitions; Gallatin, A. E; Painting, Abstract",,,1986,,,66,
29GXZXIP,William J. Glackens,Books,"Pène du Bois, Guy",,1931,,,ARTIST - G,New York,"Glackens, William J","American artists series, Whitney Museum of American Art",,1931,,,56,
AM8QC7TT,Giotto: The Scrovegni Chapel,Books,"Salvini, Roberto",,1963,Arnaud,,ARTIST - G,,,,,1963,,,,
NI6R294W,Alberto Giacometti,Books,"Giacometti, Alberto",,1965,Museum of Modern Art,,ARTIST - G,,,,,1965,,,,
PBFGQZ9P,Adolph Gottlieb: Small Images Spanning Four Decades 1938-1973,Books,"Wechsler, Jeffrey",,1995,Manny Silverman Gallery,,ARTIST - G,,,,,1995,,,,
3G8GWD5F,William Glackens: In Retrospect,Books,"Katz, Leslie",,1966,City Art Museum of St. Louis,,ARTIST - G,,,,,1966,,,,
IJ2B9QXF,Robert Henri 1865-1929,Books,HoopesDonelson F,,1976,"Chapellier Galleries, Inc",,ARTIST - H,,,,,1976,,,,
KYWCRLAR,Hans Hofmann,Books,"Seitz, William C.",,1963,Museum of Modern Art,,ARTIST - H,,,,,1963,,,,
PEU7MAXL,Jenny Holzer,Books,"Ammann, Jean-Christophe",,1984,Schwabe & Co,,ARTIST - H,,,,,1984,,,,
C5HPDRQC,Alex Katz Landscapes and Figures,Books,0,,1997,Fred Hoffman Fine Art,,Artist K,,,,,1997,,,,
WDE8MK8H,Ellsworth Kelly: Seven Paintings (1952-55/1987),Books,Trevor J. Fairbrother,,1987,Museum of Fine Arts Boston,,Artist K,,,,,1987,,,,
W8UZ2YLC,Ernst Ludwig Kirchner: A Retrospective Exhibition,Books,Donald E. Gordon,,1968,"Museum of Fine Arts Boston, MA",,Artist K,,,,,1968,,,,
IZSC9NTU,William Kentridge: What,Books,0,,,,,,,,,,,,,,
AV8PU7TY,,Books,0,,,,,Artist K,,,,,,,,,
ETJGZ7GZ,Gaston Lachaise: 100th Anniversary Exhibition Sculpture and Drawings,Books,0,,1982,Palm Springs Desert Museum,,Artist L,,,,,1982,,,,
4YY3YE5Z,Recreation and Idleness The Pacific Travels of John La Farge,Books,0,,1998,"Vance Jordan Fine Art, Inc",,Artist L,,,,,1998,,,,
I22AXIUP,Leger Centre Georges Pompidou,Books,0,,,,,Artist L,,,,,,,,,
FQXVEGYH,,Books,0,,,,,Artist L,,,,,,,,,
QZ8G3399,Lautrec,Books,Denys Sutton,,1962,Spring Books,,ARTIST-T,,,,,1962,,,,
LNETE6ET,,Books,0,,,,,,,,,,,,,,
EPF7DYA7,,Books,0,,,,,Artist L,,,,,,,,,
3ZFWGR64,,Books,0,,,,,Artist L,,,,,,,,,
W4ZN8FLV,,Books,0,,,,,Artist L,,,,,,,,,
C4TBX2CM,,Books,0,,,,,Artist L,,,,,,,,,
PH2YMPRL,Chapelle du Rosaire des Dominicaines de Vence par Henri Matisse,Books,"Matisse, Henri",,1970,Mourlot Freres,,ARTIST - M,,,,,1970,,,,
2NSXEL8A,Mario Merz,Books,"Schwarz, Dieter et al",,2005,Fondazione Merz,,ARTIST - M,,,,,2005,,,,
DUXUEACT,Sculptures and Drawings by Henry Moore,Books,"Van Arsdale, Dorothy T.",,1966,Smithsonian Institution,,ARTIST - M,,,,,1966,,,,
EBD224C9,Twelve Important Paintings by Monet from the Sutton Collection: Together with Fine Examples of the Barbizon School and Works by Other Artists from Estates & Private Collections,Books,0,,1933,American Art Association,,ARTIST - M,,,,,1933,,,26,
ETY2NSYC,"Motherwell, Robert",Books,"Harten, Jurgen et al",,1976,Stadtische Kunsthalle Dusseldorf,,ARTIST - M,,,,,1976,,,,
F69XRZHI,"Malcolm Parcell, wizard of Moon Lorn",Books,"Miller, Donald; Parcell, Malcolm Stevens",,1985,D. Miller,,ARTIST - P,"Pittsburgh, Pa","Biography; Painters; Pennsylvania; Parcell, Malcolm Stevens",,,1985,,,76,
Y4ZZU2UE,Philip Pearlstein: A Retrospective,Books,"Bowman, Russell et al",,1983,"Alpine Fine Arts Collection, Ltd",,ARTIST - P,,,,,1983,,,,
E9K2QX5Q,Carl-Henning Pedersen: Paintings - Watercolors - Drawings,Books,"Arkus, Leon",,1968,Carnegie Institute,,ARTIST - P,,,,,1968,,,,
X6AC94Y4,Robert Rauschenberg,Books,0,,1969,Stedelijk Museum Amsterdam,,ARTIST - R,,,,,1969,,,,
XFWLCZ4A,Auguste Rodin 1840-1917 Joseph Bernard 1866-1931: Two Sculptors,Books,0,,,Bruton Gallery,,ARTIST - R,,,,,,,,,
YBJUC68J,Georges Roualt: Paintings and Prints,Books,"Soby, James Thrall",,1945,Museum of Modern Art,,ARTIST - R,,,,,1945,,,,
UJZP4J59,Albert P. Ryder,Books,"Goodrich, Lloyd",,1959,"George Braziller, Inc",,ARTIST - R,,,,,1959,,,,
KGN24BKU,George Segal: An Intimate Portrait,Books,Lokuta George,,2005,Lehigh University Art Gallery,,ARTIST - S,,,,,2005,,,,
6QIFNYRU,Ben Shahn,Books,"Soby, James Thrall",,1947,Museum of Modern Art,,ARTIST - S,,,,,1947,,,,
SL6B6LLI,Seurat: Paintings and Drawings,Books,"Rich, Daniel Catton",,1958,Art Institute of Chicago,,ARTIST - S,,,,,1958,,,,
HUQBAUF6,Charles Sheeler,Books,"Scott, David W.",,1968,Smithsonian Institution,,ARTIST - S,,,,,1968,,,,
67JVU9Q9,Three Decades of sculpture by Tillie Speyer,Books,Leon Arkus,,1978,Carnegie Institute,,ARTIST - S,,,,,1978,,,,
V7HVEVJJ,David Smith: 1906-1965,Books,M. Knoedler,,,,,Artist S,,,,,,,,,
VHUF7INZ,Soulange,Books,"Juin, Hubert",,1959,Georges Fall,,ARTIST - S,,,,,1959,,,,
C2V599W3,W. Eugene Smith: His Photographs and Notes,Books,"Kirstein, Lincoln",,1969,Aperture,,ARTIST - S,,,,,1969,,,,
D7IQGE8H,Sisley,Books,"Shone, Richard",,1992,Phaidon Press,,ARTIST - S,,,,,1992,,,,
GXSNPMXX,Zoe Srauss: 10 Years,Books,"Barberie, Peter",,2012,Philadelphia Museum of Art,,ARTIST - S,,,,,2012,,,,
C7WRGYHW,Paul Strand,Books,"Hayworth-Booth, Mark",,1997,Aperture,,ARTIST - S,,,,,1997,,,,
VNIENH83,Alfred Sieglitz,Books,"Norman, Dorothy",,,Aperture,,ARTIST - S,,,,,,,,,
